name,address,phone,principal,grades,division
North Landing Elementary,"2929 N Landing Rd, Virginia Beach, VA 23456-2468",757-648-3160,Ms. Julie A. Risney,PK-5,Virginia Beach Public Schools
North River Elementary,"3395 Scenic Hwy, Mount Solon, VA 22843",540-350-2463,Mrs. Lori A. Cox,PK-5,Augusta County Public Schools
North Springfield Elementary,"7602 Heming Court, Springfield, VA 22151",703-658-5500,Mr. Chad McRae,PK-5,Fairfax County Public Schools
North Stafford High,"839 Garrisonville Rd, Stafford, VA 22556",540-658-6150,Mr. Thomas D. Nichols,9-12,Stafford County Public Schools
North Tazewell Elementary,"300 West Riverside Drive, North Tazewell, VA 24630-9505",276-988-4510,Mrs. Irene Mullins,PK-5,Tazewell County Public Schools
Northampton High School,"16041 Courthouse Road, Eastville, VA 23347",757-678-5151,Mr. Alvin Coleman,9-12,Northampton County Public Schools
Northampton Middle School,"16041 Courthouse Road, Eastville, VA 23347",757-678-5151,Ms. Alice Graham,7-8,Northampton County Public Schools
Northern Shores Elementary,"6701 Respass Beach Rd, Suffolk, VA 23435",757-923-4169,Tara Moore,PK-5,Suffolk Public Schools
Northside High,"6758 Northside High School Rd, Roanoke, VA 24019",540-561-8155,Mr. Frank Dent,9-12,Roanoke County Public Schools
Northside Middle,"8720 Granby St, Norfolk, VA 23503",757-531-3150,Dr. Mark Makovec,6-8,Norfolk Public Schools
Northside Middle,"6810 Northside High School Rd, Roanoke, VA 24019",540-561-8145,Ms. Lori Wimbush,6-8,Roanoke County Public Schools
Northumberland Elementary,"757 Academic Lane, Heathsville, VA 22473",804-580-8032,Mrs. Arnette Butler,PK-5,Northumberland County Public Schools
Northumberland High,"201 Academic Lane, Heathsville, VA 22473",804-580-5192,Dr. Travis Burns,9-12,Northumberland County Public Schools
Northumberland Middle,"175 Academic Lane, Heathsville, VA 22473",804-580-5753,Mr. Robert Allen Bailey Jr.,6-8,Northumberland County Public Schools
Northwood High,"305 Panther Ln, Saltville, VA 24370",276-496-7751,Mr. Marcus Stanley Dunham III,9-12,Smyth County Public Schools
Northwood Middle,"156 Long Hollow Rd, Saltville, VA 24370",276-624-3341,Mr. Tim Duncan,6-8,Smyth County Public Schools
Norton Elementary,"205 E Park Ave, Norton, VA 24273",276-679-0971,Gina Wohlford,PK-7,Norton Public Schools
Norview Elementary,"6401 Chesapeake Blvd, Norfolk, VA 23513",757-852-4660,Mrs. Sandra Cox,PK-5,Norfolk Public Schools
Norview High,"6501 Chesapeake Blvd, Norfolk, VA 23513",757-852-4500,Dr. Marjorie Stealey,9-12,Norfolk Public Schools
Norview Middle,"6325 Sewells Point Rd, Norfolk, VA 23513",757-852-4600,Mr. Walter Brower,6-8,Norfolk Public Schools
Nottingham Elementary,"5900 Little Falls Road, Arlington, VA 22207",703-228-5290,Ms. Mary Beth Pelosky,PK-5,Arlington County Public Schools
Nottoway Elementary,"13093 Ivor Rd., Sedley, VA 23878",757-859-6539,Mr. Christopher Tistsera,PK-5,Southampton County Public Schools
Nottoway High,"5267 Old Nottoway Rd, Crewe, VA 23930",434-292-5373,Mrs. Anne Stinson,9-12,Nottoway County Public Schools
Nottoway Intermediate,"5285 Old Nottoway Road, Crewe, VA 23930",434-292-5353,Mrs. Daisy M. Hicks,5-6,Nottoway County Public Schools
Nottoway Middle,"5279 Old Nottoway Rd, Crewe, VA 23930",434-292-5375,Mr. George E. Smith,7-8,Nottoway County Public Schools
Nuckols Farm Elementary,"12351 Graham Meadows Dr, Richmond, VA 23233",804-364-0840,Ms. Lisa W. Merriam,PK-5,Henrico County Public Schools
O. Trent Bonner Middle,"300 Apollo Ave, Danville, VA 24540",434-799-6446,Mr. Kevin Whitlock,6-8,Danville Public Schools
O.B. Gates Elementary,"10001 Courthouse Rd., Chesterfield, VA 23832-6655",804-768-6195,Giuliana Brink,PK-5,Chesterfield County Public Schools
Oak Grove Elementary,"5005 Grandin Rd Extension, Roanoke, VA 24018",540-772-7580,Ms. Kim Bradshaw,PK-5,Roanoke County Public Schools
Oak Grove/Bellemeade Elementary,"2200 Ingram St, Richmond, VA 23224-6710",804-780-5008,Ms. Mary Townes,PK-5,Richmond Public Schools
Oak Hill Elementary,"3210 Kinross Circle, Herndon, VA 20171-3300",703-467-3500,Ms. Amy Goodloe,PK-6,Fairfax County Public Schools
Oak Knoll Middle,"10295 Chamberlayne Rd., Mechanicsville, VA 23116",804-365-4740,Ms. Caroline S. Harris,6-8,Hanover County Public Schools
Oak Point Elementary School,"138 OAK POINT DR, Marion, VA 24354",276-783-2609,Mr. Gary Foulke,PK-5,Smyth County Public Schools
Oak View Elementary,"5004 Sideburn Rd, Fairfax, VA 22032",703-764-7100,Ms. Bonnie Glazewski,PK-6,Fairfax County Public Schools
Oakland Elementary,"5505 Godwin Blvd, Suffolk, VA 23434",757-923-5248,Mrs. Temesha Dabney,PK-5,Suffolk Public Schools
Oakland Elementary School,"4930 Pipers Gap Road, Galax, VA 24333",276-236-3049,Mr. Larry F. Williams,PK-5,Carroll County Public Schools
Oakridge Elementary,"1414 24th St S, Arlington, VA 22202",703-228-5840,Dr. Lynne Wright,PK-5,Arlington County Public Schools
Oakton Elementary,"3000 Chain Bridge Rd, Oakton, VA 22124",703-937-6100,Ms. Christine M Gray,PK-6,Fairfax County Public Schools
Oakton High,"2900 Sutton Rd, Vienna, VA 22181",703-319-2700,Mr. John Banbury,9-12,Fairfax County Public Schools
Occohannock Elementary,"4208 Seaside Rd, Exmore, VA 23350",757-678-5151,Mr. Ron Yorko,PK-6,Northampton County Public Schools
Occoquan Elementary,"12915 Occoquan Rd, Woodbridge, VA 22192",703-494-2195,Mr. Hamish Brewer,PK-5,Prince William County Public Schools
Ocean Lakes Elementary,"1616 Upton Dr, Virginia Beach, VA 23454-5730",757-648-3200,Dr. Linda Reese,PK-5,Virginia Beach Public Schools
Ocean Lakes High,"885 Schuman Drive, Virginia Beach, VA 23454",757-648-5550,Dr. Cheryl C. Askew,9-12,Virginia Beach Public Schools
Ocean View Elementary,"9501 Mason Creek Rd, Norfolk, VA 23503",757-531-3105,Mrs. Lauren Campsen,PK-5,Norfolk Public Schools
Oceanair Elementary,"600 Dudley Ave, Norfolk, VA 23503",757-531-3095,Dr. Lawrence Taylor,PK-5,Norfolk Public Schools
Old Bridge Elementary,"3051 Old Bridge Road, Woodbridge, VA 22192",703-491-5614,Anita G. Flemons,PK-5,Prince William County Public Schools
Old Donation Center,"1008 Ferry Plantation Rd, Virginia Beach, VA 23455",757-473-5043,Dr. Kelly A. Hedrick,2-5,Virginia Beach Public Schools
Olde Creek Elementary,"9524 Old Creek Dr, Fairfax, VA 22032",703-426-3100,Ms. Twila S. Mack,PK-6,Fairfax County Public Schools
Olive Branch Preschool Center,"415 Mimosa Road, Portsmouth, VA 23701",757-465-2926, ,PK,Portsmouth Public Schools
Oliver C. Greenwood Elementary,"13460 Woodside Lane, Newport News, VA 23608",757-886-7744,Ms. Karen Lynch,PK-5,Newport News Public Schools
Open High,"600 S Pine St, Richmond, VA 23220-6501",804-780-4661,Peter Glessman,9-12,Richmond Public Schools
Orange County High,"201 Selma Road, Orange, VA 22960",540-661-4300,Doug Duncan,9-12,Orange County Public Schools
Orange Elementary,"230 Montevista Avenue, Orange, VA 22960",540-661-4450,Ms. Judy Anderson,PK-5,Orange County Public Schools
Orange Hunt Elementary,"6820 Sydenstricker Rd, Springfield, VA 22152",703-913-6800,Mr. Jason M. Pensler,PK-6,Fairfax County Public Schools
Orchard View Elementary,"4275 Middle Rd, Winchester, VA 22602",540-869-8642,Crystal Nicola,KG-5,Frederick County Public Schools
Original Walker-Grant,"200 Gunnery Rd., Fredericksburg, VA 22401-6100",540-372-1065, ,PK,Fredericksburg Public Schools
Osbourn High,"9005 Tudor Ln, Manassas, VA 20110-5756",571-377-7000,Ms. Cathy Benner,9-12,Manassas Public Schools
Osbourn Park High,"8909 Euclid Ave, Manassas, VA 20111",703-365-6500,Neil Beech,9-12,Prince William County Public Schools
Oscar F. Smith High,"1994 Tiger Dr, Chesapeake, VA 23320",757-548-0696,Mr. Paul A. Joseph,9-12,Chesapeake Public Schools
Oscar Smith Middle,"2500 Rodgers St, Chesapeake, VA 23324",757-494-7590,Mrs. Judith C. Thurston,6-8,Chesapeake Public Schools
Otter River Elementary,"1044 Otter River Dr, Goode, VA 24556",540-586-9210,Mrs. Georgia W. Hairston,PK-5,Bedford County Public Schools
Ottobine Elementary,"8646 Waggys Creek Rd, Dayton, VA 22821",540-879-2091,Ms. Laura A. Evy,PK-5,Rockingham County Public Schools
Overby-Sheppard Elementary,"2300 1st Ave, Richmond, VA 23222-4699",804-329-2515,Ms. Melissa Johnson,PK-5,Richmond Public Schools
P.B. Smith Elementary,"6176 Dumfries Rd, Warrenton, VA 20187",540-347-6150,Dr. Patricia Comstock,PK-5,Fauquier County Public Schools
"P.B. Young, Sr. Elementary","543 E. Olney Rd, Norfolk, VA 23510",757-628-2588,Ms. Alana Balthazar,PK-5,Norfolk Public Schools
Page County High,"184 Panther Drive, Shenandoah, VA 22849",540-652-8712,Mr. Eric Benson,9-12,Page County Public Schools
Page County Middle,"198 Panther Drive, Shenandoah, VA 22849",540-652-3400,Dr. Teresa Wiita,6-8,Page County Public Schools
Page County Technical Center,"7979 US Hwy 340, Shenandoah, VA 22849",540-652-8544, ,,Page County Public Schools
Page Middle,"6636 Short Lane, Gloucester, VA 23061",804-693-2540,Ms. Ginny Wilburn,8,Gloucester County Public Schools
Park Avenue Elementary,"661 Park Ave, Danville, VA 24541",434-799-6452,Ms. Melissa Newton,KG-5,Danville Public Schools
Park Ridge Elementary,"2000 Parkway Blvd, Stafford, VA 22554",540-658-6320,Ms. Keana Sirmans Butler,PK-5,Stafford County Public Schools
Park View Elementary,"260 Elm Ave, Portsmouth, VA 23704-2113",757-393-8647,Mrs. Gwendolyn A. Watkins,KG-6,Portsmouth Public Schools
Park View High,"400 W Laurel Ave, Sterling, VA 20164",571-434-4500,Dr. Virginia Minshew,9-12,Loudoun County Public Schools
Park View High,"205 Park View Circle, South Hill, VA 23970",434-447-3435,Paige Kindley,9-12,Mecklenburg County Public Schools
Park View Middle,"365 Dockery Road, South Hill, VA 23970",434-447-3761,James Spence,6-8,Mecklenburg County Public Schools
Parklawn Elementary,"4116 Braddock Rd, Alexandria, VA 22312",703-914-6900,Ms. Susan G. Akroyd,PK-5,Fairfax County Public Schools
Parkside Elementary,"5620 Smith Station Rd., Fredericksburg, VA 22407",540-710-5190,Mr. Thomas L. Eichenburg,PK-5,Spotsylvania County Public Schools
Parkside Middle,"8602 Mathis Ave, Manassas, VA 20110",703-361-3106,Ms. Mary Jane Boynton,6-8,Prince William County Public Schools
Parkway Elementary,"4180 O'Hare Dr, Virginia Beach, VA 23456",757-648-3280,Ms. Nanocie M. Diggs,PK-5,Virginia Beach Public Schools
Parry McCluer High,"100 Bradford Drive, Buena Vista, VA 24416",540-261-2127,Mrs. Anna Graham,8-12,Buena Vista Public Schools
Parry McCluer Middle,"2329 Chestnut Ave, Buena Vista, VA 24416",540-261-7340,Mr. Brian Bowles,5-7,Buena Vista Public Schools
Patrick Copeland Elementary,"400 Westhill Drive, Hopewell, VA 23860-3758",804-541-6410,Mrs. Susan S. Jones,KG-5,Hopewell Public Schools
Patrick County High,"215 Cougar Lane, Stuart, VA 24171",276-694-7137,Kenneth Cox,8-12,Patrick County Public Schools
Patrick Henry Elementary,"4643 Taney Ave, Alexandria, VA 22304",703-461-4170,Ingrid Bynum,KG-5,Alexandria Public Schools
Patrick Henry Elementary School,"1810 Church Street Ext., Martinsville, VA 24112",276-403-5812,Dr. Zeb Talley,KG-5,Martinsville Public Schools
Patrick Henry High,"12449 West Patrick Henry Road, Ashland, VA 23005",804-365-8000,Dr. Wanda Bibb,9-12,Hanover County Public Schools
Patrick Henry High,"2102 Grandin Rd SW, Roanoke, VA 24015",540-853-2255,Mr. Joe Jablonski,9-12,Roanoke Public Schools
Patrick Henry High,"31437 Hillman Hwy, Glade Spring, VA 24340",276-739-3700,Dr. Keith Perrigan,9-12,Washington County Public Schools
Patrick Henry School Of Science And Arts,"3411 Semmes Avenue, Richmond, VA 23225-3425",804-888-7061,Mrs. Sabrina Beamon,KG-5,Richmond Public Schools
Patrick Springs Elementary,"75 Elementary Lane, Patrick Springs, VA 24133",276-694-3396,Mrs. Andrea J. Cassell,KG-3,Patrick County Public Schools
Patriot High,"10504 Kettle Run Road, Nokesville, VA 20181",703-791-8920,Dr. Michael E Bishop,9-12,Prince William County Public Schools
Paul Burbank Elementary,"40 Tidemill Ln, Hampton, VA 23666",757-825-4642,Mr. Troy M. Latuch,KG-5,Hampton Public Schools
Paul H. Cale Elementary,"1757 Avon Street Extended, Charlottesville, VA 22902-8708",434-293-7455,Ms. Lisa Jones,PK-5,Albemarle County Public Schools
Paul Laurence Dunbar Middle for Innovation,"1200 1208 Polk St, Lynchburg, VA 24504-3149",434-522-3740,Ms. Kacey M. Crabbe,6-8,Lynchburg Public Schools
Paul Munro Elementary,"4641 Locksview Rd, Lynchburg, VA 24503-1999",434-384-1721,Mrs. Donna D. Baer,PK-5,Lynchburg Public Schools
Peabody Middle,"725 Wesley St, Petersburg, VA 23803",804-862-7075,Mr. Jerome Williams,6-7,Petersburg Public Schools
Peak View Elementary,"641 Lawyer Rd., Penn Laird, VA 22846",540-289-7510,Mrs. Marcy J. Williams,PK-5,Rockingham County Public Schools
Pearl Sample Elementary,"18480 Simms Dr, Culpeper, VA 22701",540-825-5448,Mrs. Kristin M. Williams,PK-5,Culpeper County Public Schools
Pearson's Corner Elementary,"8290 New Ashcake Road, Mechanicsville, VA 23116",804-723-3660,Mr. Stephen G. Smith,PK-5,Hanover County Public Schools
Peasley Middle,"2885 Hickory Fork Road, Gloucester, VA 23061-9805",804-693-1499,Mr. Bryan L. Hartley,6-7,Gloucester County Public Schools
Pemberton Elementary,"1400 Pemberton Rd, Richmond, VA 23233",804-750-2660,Ms. Cynthia E. Jefferson,PK-5,Henrico County Public Schools
Pembroke Elementary,"4622 Jericho Rd, Virginia Beach, VA 23462-2225",757-473-5025,Dr. Linda Hayes,PK-5,Virginia Beach Public Schools
Pembroke Meadows Elementary,"820 Cathedral Dr, Virginia Beach, VA 23455-6209",757-648-3360,Dr. Charles L. Spivey,PK-5,Virginia Beach Public Schools
Peninsula Marine Institute,"5501 Huntington Ave, Newport News, VA 23607",757-245-3556, ,,Newport News Public Schools
Penn Forest Elementary,"6328 Merriman Rd, Roanoke, VA 24018",540-772-7590,Ms. Jean Brammer,PK-5,Roanoke County Public Schools
Pennington Middle,"121 Bobcat Circle, Pennington Gap, VA 24277",276-546-1453,Mr. Jerry H. Hounshell,6-8,Lee County Public Schools
Pennington School,"9305 Stonewall Rd., Manassas, VA 20110",703-369-6644,Ms. Joyce T. Stockton,1-8,Prince William County Public Schools
Perrymont Elementary,"409 Perrymont Ave, Lynchburg, VA 24502-1199",434-582-1100,Mrs. Karen S. Nelson,PK-5,Lynchburg Public Schools
Peter Muhlenberg Middle,"1251 Susan Ave, Woodstock, VA 22664",540-459-2941,Ms. Gina M. Stetter,6-8,Shenandoah County Public Schools
Petersburg High,"3101 Johnson Road, Petersburg, VA 23805",804-862-7096,Alicia Fields,10-12,Petersburg Public Schools
Petsworth Elementary,"10658 Geo Washington Mem Hwy, Gloucester, VA 23061-9428",804-693-6161,Ms. Cathy Balderson,PK-5,Gloucester County Public Schools
Phenix Elementary,"400 Red House Road, Phenix, VA 23959",434-542-5570,Dr. Ann E. Nelson,KG-5,Charlotte County Public Schools
Phillips Elementary,"703 Lemaster Dr, Hampton, VA 23669",757-850-5079,Ms. Elizabeth J Reynolds,KG-5,Hampton Public Schools
Phoebus High,"100 Ireland St, Hampton, VA 23663",757-727-1000,Mr. William L. Beverley,9-12,Hampton Public Schools
Pimmit E.C. Resouce Ctr.,"7510 Lisle Ave, Falls Church, VA 22043",703-506-2219, ,PK,Fairfax County Public Schools
Pinchbeck Elementary,"1275 Gaskins Rd, Richmond, VA 23233",804-750-2670,Ms. Sarah E. Modrak,PK-5,Henrico County Public Schools
Pine Spring Elementary,"7607 Willow Ln, Falls Church, VA 22042",571-226-4400,Mr. Armando L. Peri,PK-6,Fairfax County Public Schools
Pinebrook Elementary,"25480 Mindful Court, Aldie, VA 20105",703-957-4325,Paul Thiessen,PK-5,Loudoun County Public Schools
Piney Branch Elementary,"8301 Linton Hall Road, Bristow, VA 20136",703-791-7360,Ms. Janice Herritt,PK-5,Prince William County Public Schools
Pittsylvania Vocational-Technical Center,"11700 US Highway 29, Chatham, VA 24531",434-432-9416,Mr. Jimmie L. Tickle,,Pittsylvania County Public Schools
Plains Elementary,"225 American Legion Dr, Timberville, VA 22853",540-896-8956,Mr. J. W. Kile,PK-5,Rockingham County Public Schools
Plaza Middle,"3080 S Lynnhaven Rd, Virginia Beach, VA 23452",757-648-4900,Dr. Joe Burnsworth,6-8,Virginia Beach Public Schools
Pleasant Valley Elementary,"215 Pleasant Valley Rd, Harrisonburg, VA 22801",540-434-4557,Mrs. Paula Frazier,PK-5,Rockingham County Public Schools
Pleasant View Elementary,"229 Dancing Creek Rd, Monroe, VA 24574",434-528-6492,Michael O'Brien,PK-5,Amherst County Public Schools
Plum Center For Lifelong Learning,"6815 Edsall Rd., Springfield, VA 22151",703-658-2784, ,,Fairfax County Public Schools
Pocahontas Elementary,"4294 Anderson Hwy, Powhatan, VA 23139",804-598-5717,Mr. Thomas Sulzer,KG-4,Powhatan County Public Schools
Pocahontas Middle,"12000 Three Chopt Rd, Richmond, VA 23233",804-364-0830,Ms. Kimberly G. Sigler,6-8,Henrico County Public Schools
Pocahontas Middle,"4290 Anderson Hwy., Powhatan, VA 23139",804-598-5720,Dr. Lynn Prince,5-6,Powhatan County Public Schools
Poe Middle,"7000 Cindy Ln, Annandale, VA 22003",703-813-3800,Ms. Sonya Swansbrough,6-8,Fairfax County Public Schools
Point O' View Elementary,"5400 Parliament Dr, Virginia Beach, VA 23462",757-648-3440,Dr. Paulette France,PK-5,Virginia Beach Public Schools
Point Option Alternative School,"606 Denbigh Blvd, Suite 200, Newport News, VA 23608",757-591-7408,Mr. Michael Bonfiglio,,Newport News Public Schools
Pole Green Elementary,"8393 Pole Green Park Ln, Mechanicsville, VA 23116",804-365-4700,Ms. Rhonda S. Epling,PK-5,Hanover County Public Schools
Poplar Halls Elementary,"5523 Pebble Lane, Norfolk, VA 23502-4409",757-892-3280,Mrs. Cassandra Duke-Washington,PK-5,Norfolk Public Schools
Poplar Tree Elementary,"13440 Melville Ln, Chantilly, VA 20151-2490",703-633-7400,Mrs. Sharon S Williams,PK-6,Fairfax County Public Schools
Poquoson Elementary,"1033 Poquoson Ave, Poquoson, VA 23662",757-868-6921,Ms. Barbara Wood,3-5,Poquoson Public Schools
Poquoson High,"51 Odd Rd, Poquoson, VA 23662",757-868-7123,Mr. Bernard Wright,9-12,Poquoson Public Schools
Poquoson Middle,"985 Poquoson Ave, Poquoson, VA 23662",757-868-6031,Mr. Todd E. Perelli,6-8,Poquoson Public Schools
Poquoson Primary,"19 Odd Rd, Poquoson, VA 23662",757-868-4403,Mrs. Janet Harper,PK-2,Poquoson Public Schools
Portlock Primary,"1857 Varsity Dr, Chesapeake, VA 23324",757-494-7555,Mrs. Nancy L. Cruz,PK-2,Chesapeake Public Schools
Post Oak Middle,"6959 Courthouse Rd, Spotsylvania, VA 22553",540-582-7517,Karen Foster,6-8,Spotsylvania County Public Schools
Potomac Elementary,"16495 15th Street, Dahlgren, VA 22448",540-663-3322,Mrs. Angela Harris,KG-6,King George County Public Schools
Potomac Falls High,"46400 Algonkian Pkwy, Potomac Falls, VA 20165",571-434-3200, ,9-12,Loudoun County Public Schools
Potomac High,"3401 Panther Pride Drive, Dumfries, VA 22026",703-441-4200,Michael Wright,9-12,Prince William County Public Schools
Potomac Middle,"3130 Panther Pride Drive, Dumfries, VA 22026",703-221-4996,Alfie L. Turner,6-8,Prince William County Public Schools
Potomac View Elementary,"14601 Lamar Rd, Woodbridge, VA 22191",703-491-1126,Susan K. Porter,PK-5,Prince William County Public Schools
